ID,ell_light_uk,ell_moist_uk,ell_pH_uk,ell_N,li_form_B,ros,reprod_B,strategy,self_st,Breeding_sys,flw_muell,poll_vect_B,MycoFlor
Prunus cerasifera,6.0,5.0,7.0,6.0,M,r,s,c,I+,X,AB,in,OM
Prunus cerasus,6.0,5.0,7.0,5.0,M,r,ssv,c,SC,XF,AB,se,OM
Prunus domestica,6.0,5.0,7.0,5.0,M,r,ssv,c,SC,X,AB,se,FM
Prunus fruticosa,,,,,N,r,ssv,cs,,,AB,in,OM
Prunus mahaleb,7.0,3.0,8.0,2.0,M,r,s,c,,,AB,in,OM
Prunus padus,-5.0,6.0,6.0,6.0,M,r,ssv,c,,,AB,se,OM
Prunus persica,,,,,M,r,s,c,SC,XF,AB,se,OM
Prunus serotina,-6.0,5.0,4.0,4.0,M,r,ssv,c,SI,X,AB,wi,OM
Prunus spinosa,6.0,4.0,7.0,5.0,N,r,sv,c,,,AB,se,FM
Prunus virginiana,,,,,M,r,ssv,c,,,AB,in,OM
Pseudognaphalium luteoalbum,,,,,H,h,s,r,,,B`,in,OM
Pseudolysimachion spicatum,,,,,C,r,vvs,csr,SC,AFXF,B,se,OM
Pseudorchis albida,8.0,5.0,2.0,2.0,G,h,s,csr,SC,AFXF,B,se,OM
Pseudotsuga menziesii,4.0,5.0,5.0,5.0,M,r,s,c,C+,AFXF,W,wi,OM
Pteridium aquilinum,6.0,5.0,3.0,3.0,G,r,sv,c,SC,XF,,,FM
Puccinellia distans,8.0,6.0,7.0,4.0,H,h,sv,s,SI,X,W,wi,FM
Puccinellia limosa,,,,,H,h,s,s,,,W,wi,OM
Puccinellia maritima,9.0,8.0,7.0,6.0,H,h,sv,s,I+,X,W,wi,FM
Pulicaria dysenterica,7.0,7.0,7.0,4.0,H,r,sv,cs,,,B`,in,OM
Pulmonaria mollis,,,,,H,h,sv,csr,SI,X,H,in,OM
Pulmonaria obscura,,,,,H,h,sv,csr,SI,X,H,in,OM
Pulmonaria officinalis,4.0,5.0,7.0,6.0,H,h,sv,csr,SI,X,B,in,FM
Pulsatilla alpina,,,,,H,h,sv,csr,,,B,se,OM
Pulsatilla patens,,,,,H,g,sv,csr,SC,XF,B,se,OM
Pulsatilla pratensis,,,,,H,g,s,csr,C+,X,B,in,OM
Pulsatilla vulgaris,7.0,2.0,7.0,2.0,H,g,sv,csr,C+,XF,BHb,se,FM
Pyrola chlorantha,,,,,H,g,sv,s,SC,AFXF,B,se,OM
Pyrola media,4.0,4.0,4.0,2.0,H,g,sv,s,SC,AO,B,se,OM
Pyrola minor,5.0,5.0,3.0,2.0,H,g,sv,s,SC,AO,B,se,FM
Pyrola rotundifolia,4.0,5.0,5.0,3.0,H,g,sv,s,SC,AF,BD,se,OM
Pyrus communis,6.0,5.0,7.0,5.0,M,r,ssv,c,SI,X,ABDe,in,OM
Pyrus pyraster,6.0,4.0,7.0,5.0,M,r,ssv,c,SI,X,ABDe,in,OM
Quercus cerris,-6.0,4.0,6.0,4.0,M,r,s,c,SI,X,W,wi,OM
Quercus petraea,-6.0,5.0,3.0,4.0,M,r,s,c,SI,X,W,wi,OM
Quercus pubescens,,,,,M,r,s,c,SI,X,W,wi,OM
Quercus robur,-7.0,5.0,5.0,4.0,M,r,s,c,I+,X,W,wi,OM
Quercus rubra,5.0,5.0,6.0,5.0,M,r,s,c,SI,X,W,wi,OM
Ranunculus acris,7.0,6.0,6.0,4.0,H,h,s,c,SI,X,AB,in,OM
Ranunculus alpestris,,,,,H,h,sv,s,,,AB,se,OM
Ranunculus aquatilis,,,,,A,r,sv,,SC,AFXF,AB,se,OM
Ranunculus arvensis,,,,,T,h,s,r,SC,XF,AB,se,OM
Ranunculus bulbosus,7.0,3.0,7.0,3.0,G,h,s,csr,SI,X,AB,in,OM
Ranunculus cassubicus,,,,,H,h,sv,,SC,AF,AB,se,OM
Ranunculus ficaria,,,,,G,h,vvs,csr,,,AB,in,FM
Ranunculus flammula,7.0,9.0,3.0,2.0,H,h,sv,csr,I+,X,AB,se,FM
Ranunculus fluitans,7.0,12.0,7.0,6.0,A,r,sv,,SC,AO,AB,se,NM
Ranunculus glacialis,,,,,H,h,sv,s,,,AB,se,FM
Ranunculus lingua,7.0,10.0,6.0,6.0,H,r,sv,cs,SI,X,AB,se,FM
Ranunculus montanus,,,,,H,h,sv,csr,SI,X,AB,se,OM
Ranunculus nemorosus,,,,,H,h,sv,cs,SI,X,AB,in,OM
Ranunculus polyanthemos,,,,,H,h,sv,cs,SI,X,AB,in,OM
Ranunculus repens,,,,,H,h,sv,csr,I+,X,AB,se,FM
Ranunculus reptans,8.0,9.0,6.0,2.0,H,h,sv,s,C+,X,AB,in,OM
Ranunculus sardous,8.0,7.0,6.0,7.0,H,h,s,sr,SI,X,AB,se,OM
Ranunculus sceleratus,8.0,8.0,7.0,8.0,T,h,s,sr,SI,X,AB,in,FM
Raphanus raphanistrum,6.0,5.0,4.0,6.0,T,h,s,cr,SI,X,AB,se,NM
Raphanus sativus,,,,,H,h,s,cr,C+,X,AB,se,FM
Reseda alba,,,,,H,h,s,cr,,,AB,in,NM
Reseda lutea,7.0,3.0,7.0,5.0,H,h,s,csr,I+,X,AB,in,FM
Reseda luteola,7.0,4.0,8.0,6.0,H,h,s,cs,SC,XF,AB,se,FM
Rhamnus cathartica,7.0,4.0,8.0,4.0,N,r,s,c,,X,ADe,in,FM
Rhinanthus angustifolius,7.0,6.0,7.0,2.0,T,r,s,csr,SC,XF,Hh,se,FM
Rhinanthus minor,7.0,4.0,5.0,3.0,T,r,s,csr,SC,AFXF,Hh,se,FM
Rhodiola rosea,,,,,H,r,s,csr,SC,X,AB,se,FM
Rhododendron ferrugineum,,,,,N,r,sv,cs,SC,XF,Hh,se,OM
Rhododendron hirsutum,,,,,N,r,s,cs,SC,AFXF,Hh,se,OM
Rhododendron luteum,,,,,N,r,s,,SC,XF,F,in,FM
Rhodothamnus chamaecistus,,,,,S,r,s,cs,SC,AFXF,A,se,OM
Rhus coriaria,,,,,N,r,s,,,X,A,in,NM
Rhynchospora alba,8.0,9.0,2.0,1.0,G,h,sv,s,SC,XF,W,wi,NM
Ribes alpinum,5.0,5.0,7.0,6.0,N,r,s,c,,X,B,in,FM
Ribes aureum,,,,,N,r,s,c,SI,X,B,in,OM
Ribes nigrum,4.0,7.0,6.0,5.0,N,r,s,c,I+,X,B,se,OM
Ribes rubrum,4.0,7.0,6.0,6.0,N,r,s,c,,,AB,se,OM
Ribes spicatum,4.0,6.0,7.0,6.0,N,r,s,c,,,B,se,OM
Ribes uva-crispa,4.0,5.0,6.0,6.0,N,r,sv,c,,,B,se,OM
Robinia pseudoacacia,-5.0,4.0,6.0,6.0,M,r,sv,c,,,H,in,OM
Roegneria canina,,,,,H,r,sv,c,SC,AF,W,wi,OM
Rorippa amphibia,7.0,10.0,7.0,8.0,H,h,sv,cs,SI,X,AB,se,NM
Rorippa palustris,7.0,8.0,6.0,7.0,H,h,sv,cr,SC,AO,AB,se,NM
Rosa arvensis,5.0,4.0,6.0,5.0,N,r,sv,c,SI,X,Po,se,OM
Rosa canina,7.0,4.0,7.0,4.0,N,r,s,c,SC,AF,Po,se,OM
Rosa glauca,,,,,N,r,s,c,SC,AFXF,Po,se,OM
Rosa majalis,,,,,N,r,sv,c,I+,X,Po,in,OM
Rosa mollis,5.0,3.0,7.0,2.0,N,r,sv,c,SC,AFXF,Po,se,OM
Rosa multiflora,,,,,N,r,s,c,SI,X,Po,in,FM
Rosa pendulina,,,,,N,r,sv,c,C+,XF,Po,in,OM
Rosa rubiginosa,7.0,3.0,8.0,3.0,N,r,s,c,SC,AFXF,Po,se,OM
Rosa rugosa,8.0,5.0,7.0,6.0,N,r,sv,c,SC,X,Po,in,OM
Rubus allegheniensis,,,,,P,r,sv,c,SC,XF,B,se,OM
Rubus caesius,6.0,6.0,7.0,6.0,P,r,sv,c,SC,XF,B,se,OM
Rubus chamaemorus,9.0,7.0,1.0,1.0,P,r,vvs,cs,,X,B,in,FM
Rubus hirtus,,,,,P,r,sv,c,SC,XF,B,se,OM
Rubus idaeus,6.0,5.0,5.0,5.0,P,r,sv,c,SI,X,BH,se,FM
Rubus nessensis,,,,,P,r,sv,c,SC,XF,B,se,OM
Rubus odoratus,,,,,P,r,sv,c,SI,X,B,in,OM
Rubus phoenicolasius,,,,,P,r,sv,c,,,B,in,OM
Rubus plicatus,,,,,P,r,sv,c,SC,XF,B,se,OM
Rubus saxatilis,6.0,5.0,7.0,4.0,P,r,sv,csr,SI,X,BH,in,OM
Rubus ulmifolius,,,,,P,r,sv,c,SC,XF,B,se,OM
Rubus vestitus,,,,,P,r,sv,c,SC,XF,B,se,OM
Rudbeckia hirta,7.0,4.0,7.0,5.0,H,r,s,cr,SI,X,B`,in,OM
Rudbeckia laciniata,7.0,8.0,7.0,7.0,H,r,sv,c,,,B`,in,OM
Rumex acetosa,7.0,5.0,5.0,4.0,H,h,sv,c,,X,Wb,wi,FM
Rumex acetosella,7.0,3.0,2.0,2.0,G,h,sv,csr,,X,Wb,wi,FM
Rumex alpinus,7.0,6.0,6.0,8.0,H,h,sv,c,,,Wb,wi,FM
Rumex conglomeratus,7.0,7.0,7.0,7.0,H,h,s,c,SC,AF,Wb,wi,NM
Rumex crispus,7.0,6.0,6.0,6.0,H,h,sv,c,C+,AFXF,Wb,wi,FM
Rumex hydrolapathum,7.0,10.0,7.0,6.0,H,h,ssv,cs,,,Wb,wi,NM
Rumex longifolius,7.0,5.0,7.0,7.0,H,h,s,c,,,Wb,wi,FM
Rumex obtusifolius,7.0,5.0,6.0,8.0,H,h,ssv,c,C+,XF,Wb,wi,FM
Rumex palustris,7.0,8.0,7.0,8.0,H,h,s,sr,,,Wb,wi,NM
Rumex scutatus,8.0,4.0,7.0,3.0,C,h,sv,csr,,,Wb,wi,FM
Rumex thyrsiflorus,,,,,H,h,s,c,,X,Wb,wi,NM
Ruta graveolens,,,,,C,r,s,cs,,,A,se,OM
Sagina apetala,9.0,4.0,6.0,3.0,T,r,s,r,SC,AO,AB,se,NM
Sagina maritima,9.0,7.0,7.0,4.0,T,r,s,sr,SC,AO,AB,se,OM
Sagina procumbens,7.0,5.0,5.0,5.0,C,h,s,csr,SC,AO,AB,se,NM
Sagina subulata,8.0,6.0,6.0,4.0,C,h,s,s,SC,AF,AB,se,NM
Sagittaria latifolia,7.0,10.0,7.0,7.0,A,g,sv,cs,SC,XF,Po,in,OM
Sagittaria sagittifolia,7.0,10.0,7.0,6.0,A,g,sv,cs,SC,AFXF,Po,in,FM
Salicornia europaea,9.0,8.0,8.0,6.0,T,r,s,s,SC,AF,Wb,wi,FM
Salix acutifolia,,,,,M,r,s,c,,X,AB,wi,OM
Salix alba,-5.0,7.0,7.0,7.0,M,r,s,c,,X,AB,in,FM
Salix aurita,6.0,8.0,4.0,3.0,N,r,s,c,,X,AB,in,FM
Salix caprea,7.0,6.0,6.0,6.0,M,r,s,c,,X,AB,in,OM
Salix cinerea,6.0,8.0,5.0,4.0,N,r,sv,c,,X,AB,in,OM
Salix daphnoides,-6.0,7.0,7.0,4.0,M,r,sv,c,,X,AB,in,OM
Salix dasyclados,,,,,N,r,s,c,,X,AB,in,OM
Salix fragilis,6.0,8.0,7.0,7.0,M,r,sv,c,,X,AB,in,OM
Salix hastata,,,,,N,r,s,cs,,X,AB,in,OM
Salix herbacea,7.0,5.0,3.0,2.0,S,r,vvs,s,,X,AB,wi,OM
Salix myrsinifolia,6.0,7.0,5.0,4.0,M,r,s,c,,X,AB,in,OM
Salix myrtilloides,,,,,S,r,sv,cs,,X,AB,in,FM
Salix purpurea,8.0,8.0,7.0,5.0,M,r,s,c,,X,AB,in,OM
Salix repens,8.0,7.0,5.0,2.0,N,r,sv,c,,X,AB,in,OM
Salix reticulata,7.0,6.0,8.0,3.0,S,r,sv,cs,,X,AB,in,OM
Salix retusa,,,,,S,r,sv,cs,,X,AB,in,OM
Salix rosmarinifolia,,,,,N,r,sv,cs,,X,AB,in,OM
Salix triandra,7.0,8.0,7.0,5.0,M,r,s,c,,X,AB,in,OM
Salix viminalis,,,,,M,r,sv,cs,,X,AB,in,OM
Salsola kali,9.0,6.0,7.0,8.0,T,r,s,sr,SC,AFXF,Wb,wi,FM
Salvia glutinosa,4.0,6.0,7.0,7.0,H,r,s,cs,SC,XF,Hh,in,OM
Salvia nemorosa,,,,,H,r,s,cs,SC,XF,H,in,OM
Salvia officinalis,,,,,S,r,s,cs,SC,XF,H,in,OM
Salvia pratensis,7.0,3.0,8.0,4.0,H,h,ssv,csr,SC,XF,Hh,se,OM
Salvia verticillata,7.0,4.0,7.0,5.0,H,r,ssv,csr,SC,XF,H,in,OM
Salvinia natans,,,,,A,r,sv,,,X,,,FM
Sambucus nigra,6.0,5.0,6.0,7.0,M,r,s,c,SC,AF,Po,se,FM
Sambucus racemosa,6.0,5.0,5.0,7.0,N,r,s,c,SC,AF,PoDe,se,FM
Samolus valerandi,7.0,8.0,7.0,5.0,H,h,sv,s,SC,AF,Po,se,OM
Sanguisorba minor,7.0,3.0,7.0,3.0,H,h,ssv,csr,,X,W,wi,OM
Sanguisorba officinalis,7.0,6.0,6.0,5.0,H,h,sv,cs,,,AB,se,OM
Sanicula europaea,3.0,5.0,7.0,5.0,H,g,sv,csr,SC,AFXF,A,ge,OM
Saponaria officinalis,7.0,5.0,6.0,5.0,H,r,sv,c,SC,AF,Fn,se,NM
Satureja hortensis,,,,,T,r,s,r,SC,XF,B,in,OM
Saussurea alpina,8.0,6.0,6.0,3.0,H,h,sv,csr,,,B`,in,OM
Saussurea pygmaea,,,,,H,h,sv,csr,,,B`,in,OM
Saxifraga aizoides,8.0,9.0,6.0,2.0,C,r,sv,s,SC,AFXF,ADe,se,FM
Saxifraga bryoides,,,,,C,h,sv,s,SC,XF,ADe,in,NM
Saxifraga cymbalaria,,,,,H,h,s,sr,SC,AFXF,A,se,FM
Saxifraga granulata,7.0,4.0,5.0,3.0,H,h,vvs,csr,SC,XF,AB,in,FM
Saxifraga hirculus,8.0,9.0,6.0,2.0,H,r,sv,s,SC,XF,A,in,NM
Saxifraga moschata,,,,,C,h,sv,s,SC,XF,ADe,se,NM
Saxifraga oppositifolia,8.0,5.0,8.0,2.0,C,r,ssv,s,SC,XF,FHb,se,FM
Saxifraga paniculata,7.0,3.0,8.0,2.0,C,h,sv,csr,SC,XF,ADe,in,FM
Saxifraga stellaris,8.0,8.0,5.0,3.0,C,h,sv,s,SC,XF,ADe,se,FM
Scabiosa columbaria,8.0,3.0,8.0,2.0,H,h,ssv,csr,SC,XF,B`,in,OM
Scabiosa lucida,,,,,H,h,ssv,csr,SC,XF,B`,in,OM
Scabiosa ochroleuca,,,,,H,h,s,csr,SC,XF,B`,se,OM
Scandix pecten-veneris,7.0,3.0,7.0,4.0,H,h,s,r,SC,AF,A,se,OM
Scheuchzeria palustris,9.0,9.0,1.0,1.0,G,h,sv,s,SC,XF,W,wi,NM
Schoenoplectus supinus,,,,,T,h,s,sr,SC,AFXF,W,wi,OM
Schoenoplectus tabernaemontani,,,,,A,r,sv,cs,SC,XF,W,wi,NM
Schoenus ferrugineus,8.0,8.0,7.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Schoenus nigricans,8.0,8.0,7.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Scilla siberica,,,,,G,r,sv,csr,SC,XF,AB,in,OM
Scirpoides holoschoenus,8.0,7.0,7.0,4.0,G,h,sv,cs,SC,AFXF,W,wi,NM
Scirpus cyperinus,,,,,H,h,sv,s,SC,AFXF,W,wi,OM
Scirpus sylvaticus,6.0,8.0,4.0,4.0,G,h,sv,cs,SC,XF,W,wi,NM
Scleranthus annuus,6.0,4.0,2.0,4.0,T,r,s,r,SC,AO,AB,se,FM
Scolochloa festucacea,,,,,A,r,sv,cs,,,W,wi,OM
Scorzonera humilis,7.0,7.0,5.0,2.0,H,h,s,csr,,,B`,ge,OM
Scorzonera purpurea,,,,,H,h,s,csr,,,B`,ge,OM
Scrophularia auriculata,7.0,8.0,7.0,7.0,H,r,sv,cs,,,BHw,se,OM
Scrophularia nodosa,4.0,6.0,6.0,6.0,H,r,sv,cs,SC,XF,Hw,in,FM
Scrophularia umbrosa,6.0,9.0,7.0,7.0,H,r,sv,cs,,,BHw,se,NM
Scrophularia vernalis,5.0,5.0,7.0,6.0,H,r,s,csr,,,BHw,se,NM
Scutellaria galericulata,6.0,8.0,6.0,5.0,H,r,sv,csr,SC,AF,HhF,se,FM
Securigera varia,7.0,4.0,7.0,3.0,H,r,ssv,c,I+,X,H,in,FM
Sedum acre,8.0,2.0,6.0,1.0,C,r,sv,s,SC,AFXF,AB,se,FM
Sedum album,8.0,2.0,6.0,1.0,C,r,sv,s,SC,XF,AB,se,FM
Sedum alpestre,,,,,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum dasyphyllum,,,,,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum forsterianum,,,,,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum hispanicum,9.0,3.0,5.0,4.0,H,r,s,s,SC,AFXF,AB,se,NM
Sedum rubens,,,,,T,r,s,sr,SC,AFXF,AB,se,NM
Sedum sarmentosum,,,,,C,r,sv,,SC,AFXF,AB,se,OM
Sedum spurium,8.0,3.0,5.0,3.0,C,h,sv,s,SC,AFXF,AB,se,NM
Sedum telephium,7.0,5.0,7.0,5.0,G,r,s,cs,SC,AFXF,AB,se,NM
Selaginella selaginoides,8.0,7.0,6.0,2.0,C,r,s,s,,X,,,OM
Sempervivum arachnoideum,,,,,C,h,vvs,s,SC,XF,B,se,NM
Sempervivum tectorum,8.0,2.0,4.0,4.0,C,h,vvs,s,SC,X,B,in,FM
Senecio erucifolius,7.0,3.0,7.0,4.0,H,h,sv,csr,SI,X,B`,in,OM
Senecio inaequidens,8.0,3.0,6.0,3.0,S,r,s,cs,,,B`,se,FM
Senecio incanus,,,,,H,h,sv,csr,,,B`,in,OM
Senecio jacobaea,7.0,4.0,6.0,4.0,H,h,ssv,c,SI,X,B`,in,FM
Senecio subalpinus,,,,,H,h,sv,cs,,,B`,se,OM
Senecio sylvaticus,7.0,5.0,5.0,6.0,H,h,s,cr,SC,AF,B`,se,FM
Senecio vernalis,7.0,4.0,6.0,6.0,H,h,s,r,,,B`,in,OM
Senecio viscosus,8.0,3.0,6.0,4.0,H,h,s,sr,SC,AF,B`,se,OM
Senecio vulgaris,7.0,5.0,6.0,7.0,H,r,s,r,SC,AF,B`,se,FM
Serratula tinctoria,6.0,6.0,6.0,2.0,H,h,sv,c,,,B`,in,OM
Seseli libanotis,7.0,4.0,8.0,3.0,H,h,s,c,SC,XF,A,in,OM
Sesleria albicans,,,,,H,g,s,cs,I+,XF,W,wi,FM
Setaria italica,8.0,4.0,7.0,7.0,T,h,s,cr,SC,AF,W,wi,OM
Setaria pumila,7.0,4.0,5.0,6.0,T,h,ssv,r,SC,AO,W,se,OM
Setaria verticillata,7.0,4.0,6.0,7.0,T,h,ssv,cr,SC,AO,W,se,OM
Setaria viridis,7.0,4.0,6.0,6.0,T,h,s,r,SC,AFXF,W,wi,FM
Sherardia arvensis,6.0,4.0,6.0,4.0,H,r,s,r,SC,X,F,se,OM
Sibbaldia procumbens,8.0,5.0,4.0,3.0,H,h,sv,s,SC,XF,AD,se,FM
Sigesbeckia serrata,,,,,T,r,s,cr,,,B`,se,OM
Silaum silaus,7.0,5.0,7.0,3.0,H,h,s,c,SC,XF,A,in,OM
Silene acaulis,8.0,5.0,6.0,1.0,C,r,s,s,SC,XF,FHh,se,FM
Silene chlorantha,,,,,H,h,s,csr,SC,AFXF,Fn,in,NM
Silene dioica,5.0,6.0,6.0,7.0,H,h,ssv,c,SC,X,Ft,in,FM
Silene latifolia,7.0,4.0,7.0,6.0,H,h,ssv,c,SC,X,Fn,in,NM
Silene noctiflora,,,,,H,h,s,r,SC,AF,Fn,se,NM
Silene nutans,6.0,3.0,6.0,3.0,H,h,ssv,csr,SC,XF,Fn,se,FM
Silene otites,8.0,2.0,7.0,2.0,H,h,s,s,SC,X,FD,in,OM
Silene rupestris,,,,,H,h,s,csr,SC,XF,Fn,se,NM
Silene vulgaris,6.0,4.0,6.0,4.0,C,r,s,csr,SC,XF,FHh,se,NM
Sinapis alba,7.0,4.0,7.0,6.0,T,r,s,cr,SI,X,A,in,NM
Sinapis arvensis,7.0,5.0,7.0,6.0,T,r,s,cr,SI,X,A,se,FM
Sisymbrium altissimum,8.0,4.0,6.0,4.0,H,h,s,cr,SC,AO,AB,se,NM
Sisymbrium irio,8.0,3.0,7.0,5.0,H,h,s,r,SC,XF,AB,se,OM
Sisymbrium loeselii,7.0,4.0,7.0,5.0,H,h,s,cr,SC,AFXF,AB,se,FM
Sisymbrium officinale,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AO,AB,se,FM
Sisymbrium orientale,7.0,4.0,7.0,5.0,H,h,s,cr,SC,AF,AB,se,FM
Sium latifolium,7.0,10.0,7.0,7.0,H,h,sv,cs,SC,XF,A,ge,FM
Solanum dulcamara,6.0,8.0,6.0,7.0,S,r,sv,c,SC,AFXF,Po,in,FM
Solanum nigrum,7.0,5.0,7.0,8.0,T,r,s,r,SC,AF,Po,se,FM
Solanum tuberosum,,,,,G,r,sv,cr,SC,X,Po,se,OM
Soldanella alpina,,,,,H,g,sv,s,SI,XF,Hb,se,FM
Solidago canadensis,7.0,5.0,6.0,6.0,H,r,sv,c,I+,X,B`,in,FM
Solidago gigantea,7.0,5.0,5.0,6.0,H,r,sv,c,,,B`,in,OM
Solidago graminifolia,,,,,H,r,sv,c,I+,X,B`,in,OM
Solidago virgaurea,5.0,5.0,4.0,3.0,H,r,sv,c,SI,X,B`,se,OM
Sonchus arvensis,7.0,5.0,7.0,6.0,H,h,sv,cr,SI,X,B`,se,FM
Sonchus asper,7.0,5.0,7.0,6.0,H,h,s,cr,SC,AF,B`,se,FM
Sonchus oleraceus,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AO,B`,se,OM
Sorbaria sorbifolia,,,,,N,r,s,c,SC,XF,AB,se,OM
Sorbus aria,6.0,4.0,7.0,3.0,M,r,s,c,,,AB,in,OM
Sorbus aucuparia,-6.0,5.0,3.0,4.0,M,r,s,c,I+,X,ABDe,in,FM
Sorbus domestica,,,,,M,r,sv,c,SC,XF,AB,se,OM
Sorbus intermedia,6.0,6.0,8.0,7.0,M,r,s,c,,,AB,in,OM
Sorbus torminalis,-4.0,4.0,6.0,4.0,M,r,ssv,c,,,AB,in,OM
Sorghum halepense,8.0,6.0,7.0,7.0,G,h,sv,c,SC,X,W,se,FM
Sparganium angustifolium,7.0,11.0,3.0,1.0,A,h,sv,cs,SC,XF,W,wi,NM
Sparganium emersum,7.0,10.0,6.0,6.0,A,h,sv,cs,SC,XF,W,wi,NM
Sparganium erectum,7.0,10.0,7.0,7.0,A,h,vvs,cs,SC,XF,Wb,wi,FM
Spartina anglica,9.0,9.0,8.0,6.0,G,r,vvs,,C+,XF,W,wi,NM
Spartina pectinata,,,,,H,r,sv,,,,W,wi,OM
Spergula arvensis,6.0,4.0,3.0,5.0,T,r,s,sr,SC,AO,AB,se,FM
Spergularia media,7.0,7.0,7.0,5.0,H,r,s,s,SC,AF,AB,se,FM
Spergularia rubra,7.0,3.0,3.0,2.0,H,r,s,r,SC,AO,AB,se,NM
Spergularia salina,,,,,H,r,s,s,SC,AO,AB,se,FM
Spiraea japonica,,,,,N,r,s,c,SC,,AB,in,FM
Spiraea media,,,,,N,r,s,c,SC,,AB,in,OM
Spiraea salicifolia,7.0,8.0,5.0,5.0,N,r,sv,c,SC,,AB,se,NM
Spiraea tomentosa,,,,,N,r,s,c,SC,,AB,in,OM
Spiranthes aestivalis,,,,,G,h,sv,csr,SC,AFXF,BHh,in,OM
Spiranthes spiralis,7.0,4.0,5.0,2.0,G,h,sv,csr,SC,XF,BHh,in,OM
Spirodela polyrhiza,7.0,11.0,6.0,6.0,A,r,v,,SC,AF,W,wi,OM
Sporobolus cryptandrus,,,,,H,h,s,,SC,AO,W,se,OM
Stachys germanica,7.0,3.0,7.0,5.0,H,r,s,cs,SC,XF,H,in,OM
Stachys palustris,7.0,7.0,7.0,6.0,G,r,sv,c,SC,AFXF,H,se,OM
Stachys recta,7.0,3.0,8.0,2.0,H,r,s,csr,SC,XF,H,in,NM
Stachys sylvatica,4.0,6.0,7.0,7.0,H,r,sv,cs,SC,AFXF,H,se,FM
Staphylea pinnata,5.0,5.0,8.0,4.0,N,r,s,c,,,AB,se,NM
Stellaria alsine,5.0,8.0,4.0,4.0,H,r,sv,csr,SC,AO,AB,se,NM
Stellaria graminea,6.0,5.0,4.0,3.0,H,r,sv,cs,SC,AFXF,AB,se,FM
Stellaria holostea,5.0,5.0,6.0,5.0,C,r,sv,csr,SC,AF,AB,se,FM
Stellaria media,6.0,5.0,6.0,7.0,H,r,s,cr,SC,AF,AB,se,FM
Stellaria nemorum,4.0,6.0,5.0,7.0,H,r,sv,csr,SC,XF,AB,se,FM
Stellaria pallida,7.0,4.0,4.0,4.0,H,r,s,r,SC,AO,AB,se,FM
Stellaria palustris,5.0,8.0,4.0,2.0,H,r,sv,csr,SC,AF,AB,se,NM
Stipa capillata,,,,,H,h,ssv,cs,SC,AF,W,wi,OM
Stipa pennata,,,,,H,h,ssv,cs,SC,AF,W,wi,OM
Stipa pulcherrima,,,,,H,h,ssv,cs,SC,AFXF,W,wi,OM
Stipa splendens,,,,,H,h,ssv,cs,,,W,wi,OM
Stipa tirsa,,,,,H,h,ssv,cs,SC,AF,W,wi,OM
Suaeda maritima,9.0,8.0,8.0,6.0,T,r,s,s,SC,AF,Wb,wi,FM
Succisa pratensis,7.0,7.0,5.0,2.0,H,h,ssv,cs,SC,XF,B`,se,OM
Swertia perennis,,,,,H,h,sv,csr,SC,XF,B,se,OM
Symphoricarpos albus,5.0,5.0,6.0,7.0,N,r,sv,c,SC,AFXF,B,se,OM
Symphytum officinale,7.0,7.0,7.0,8.0,H,h,ssv,c,,,Hh,se,FM
Symphytum tuberosum,4.0,5.0,6.0,6.0,H,r,sv,csr,,,Hh,se,FM
Syringa vulgaris,7.0,4.0,7.0,6.0,M,r,sv,c,,X,B,se,OM
Tamus communis,6.0,5.0,7.0,6.0,G,r,s,c,,X,B,in,OM
Tanacetum balsamita,,,,,H,h,sv,c,,,B`,in,OM
Tanacetum parthenium,7.0,4.0,7.0,6.0,C,h,s,csr,,,B`,in,FM
Tanacetum vulgare,7.0,5.0,7.0,5.0,H,h,ssv,c,,,B`,in,FM
Taxus baccata,-4.0,4.0,7.0,5.0,M,r,s,c,,X,W,wi,OM
Telekia speciosa,5.0,7.0,7.0,7.0,H,h,sv,cs,,,B`,in,FM
Teucrium botrys,9.0,2.0,8.0,2.0,H,r,s,sr,SC,AFXF,H,se,OM
Teucrium chamaedrys,7.0,2.0,8.0,1.0,S,r,sv,csr,SC,XF,Hh,se,OM
Teucrium montanum,,,,,S,r,s,csr,SC,XF,H,in,OM
Teucrium scordium,7.0,8.0,7.0,4.0,H,r,sv,csr,SC,XF,H,se,OM
Teucrium scorodonia,6.0,4.0,2.0,3.0,C,r,sv,csr,SC,XF,H,se,OM
Thalictrum aquilegiifolium,,,,,H,r,sv,c,,,Po,wi,OM
Thalictrum lucidum,,,,,H,h,sv,cs,,,PoWb,wi,OM
Thalictrum minus,6.0,3.0,6.0,3.0,H,h,sv,cs,,,Wb,wi,OM
Thalictrum simplex,,,,,H,r,sv,cs,,,Wb,wi,OM
Thelypteris palustris,5.0,8.0,5.0,5.0,G,r,sv,cs,SI,X,,,FM
Thesium alpinum,,,,,H,r,s,csr,SC,AFXF,B,se,NM
